inst#,actual,predicted,error,prediction
346,28:105,24:101,+,0.128
347,28:105,24:101,+,0.091
348,28:105,24:101,+,0.082
349,28:105,24:101,+,0.138
350,28:105,24:101,+,0.132
351,28:105,24:101,+,0.099
352,28:105,24:101,+,0.103
353,28:105,24:101,+,0.146
354,28:105,24:101,+,0.118
355,31:108,24:101,+,0.115
356,31:108,24:101,+,0.129
357,31:108,24:101,+,0.133
358,31:108,24:101,+,0.114
359,31:108,24:101,+,0.135
360,31:108,24:101,+,0.121
361,31:108,24:101,+,0.132
362,31:108,24:101,+,0.086
363,31:108,24:101,+,0.148
364,31:108,24:101,+,0.108
365,31:108,24:101,+,0.103
366,31:108,24:101,+,0.156
367,31:108,24:101,+,0.167
368,31:108,24:101,+,0.113
369,31:108,24:101,+,0.127
370,31:108,24:101,+,0.133
371,31:108,24:101,+,0.149
372,31:108,24:101,+,0.137
373,31:108,24:101,+,0.131
374,31:108,24:101,+,0.128
375,31:108,24:101,+,0.143
376,31:108,24:101,+,0.16
377,31:108,24:101,+,0.077
378,31:108,24:101,+,0.097
379,31:108,24:101,+,0.121
380,31:108,24:101,+,0.108
381,31:108,24:101,+,0.141
382,31:108,24:101,+,0.12
383,31:108,24:101,+,0.144
384,31:108,24:101,+,0.122
385,31:108,24:101,+,0.119
386,31:108,24:101,+,0.116
387,31:108,24:101,+,0.128
388,31:108,24:101,+,0.077
389,31:108,24:101,+,0.085
390,31:108,24:101,+,0.142
391,31:108,24:101,+,0.141
392,31:108,24:101,+,0.096
393,31:108,24:101,+,0.146
394,31:108,24:101,+,0.105
395,31:108,24:101,+,0.129
396,31:108,24:101,+,0.164
397,31:108,24:101,+,0.169
398,31:108,24:101,+,0.118
399,31:108,24:101,+,0.099
400,31:108,24:101,+,0.136
401,31:108,24:101,+,0.147
402,31:108,24:101,+,0.098
403,31:108,24:101,+,0.143
404,31:108,24:101,+,0.144
405,31:108,24:101,+,0.127
406,31:108,24:101,+,0.085
407,31:108,24:101,+,0.088
408,31:108,24:101,+,0.128
409,31:108,24:101,+,0.133
410,31:108,24:101,+,0.164
411,31:108,24:101,+,0.129
412,31:108,24:101,+,0.127
413,31:108,24:101,+,0.102
414,31:108,24:101,+,0.132
415,31:108,24:101,+,0.134
416,31:108,24:101,+,0.117
417,31:108,24:101,+,0.097
418,31:108,24:101,+,0.143
419,31:108,24:101,+,0.15
420,31:108,24:101,+,0.14
421,31:108,24:101,+,0.122
422,31:108,24:101,+,0.143
423,31:108,24:101,+,0.137
424,31:108,24:101,+,0.104
425,31:108,24:101,+,0.132
426,31:108,24:101,+,0.107
427,31:108,24:101,+,0.121
428,31:108,24:101,+,0.141
429,31:108,24:101,+,0.093
430,31:108,24:101,+,0.127
431,31:108,24:101,+,0.118
432,31:108,24:101,+,0.138
433,31:108,24:101,+,0.108
434,31:108,24:101,+,0.149
435,31:108,24:101,+,0.147
436,31:108,24:101,+,0.14
437,31:108,24:101,+,0.14
438,31:108,24:101,+,0.129
439,31:108,24:101,+,0.107
440,31:108,24:101,+,0.148
441,31:108,24:101,+,0.128
442,31:108,24:101,+,0.114
443,31:108,24:101,+,0.116
444,31:108,24:101,+,0.137
445,31:108,24:101,+,0.133
446,31:108,24:101,+,0.142
447,31:108,24:101,+,0.15
448,31:108,24:101,+,0.132
449,31:108,24:101,+,0.122
450,31:108,24:101,+,0.092
451,31:108,24:101,+,0.094
452,31:108,24:101,+,0.118
453,31:108,24:101,+,0.132
454,31:108,24:101,+,0.116
455,31:108,24:101,+,0.122
456,31:108,24:101,+,0.095
457,31:108,24:101,+,0.129
458,31:108,24:101,+,0.118
459,31:108,24:101,+,0.1
460,31:108,24:101,+,0.138
461,31:108,24:101,+,0.103
462,31:108,24:101,+,0.145
463,31:108,24:101,+,0.138
464,31:108,24:101,+,0.14
465,31:108,24:101,+,0.124
466,31:108,24:101,+,0.119
467,31:108,24:101,+,0.143
468,31:108,24:101,+,0.127
469,31:108,24:101,+,0.11
470,38:115,24:101,+,0.133
471,38:115,24:101,+,0.118
472,38:115,24:101,+,0.127
473,38:115,24:101,+,0.076
474,38:115,24:101,+,0.128
475,38:115,24:101,+,0.156
476,38:115,24:101,+,0.147
477,38:115,24:101,+,0.148
478,38:115,24:101,+,0.126
479,38:115,24:101,+,0.122
480,38:115,24:101,+,0.137
481,38:115,24:101,+,0.143
482,38:115,24:101,+,0.109
483,38:115,24:101,+,0.142
484,38:115,24:101,+,0.114
485,38:115,24:101,+,0.117
486,38:115,24:101,+,0.152
487,38:115,24:101,+,0.114
488,38:115,24:101,+,0.129
489,38:115,24:101,+,0.132
490,38:115,24:101,+,0.121
491,38:115,24:101,+,0.14
492,38:115,24:101,+,0.113
493,38:115,24:101,+,0.133
494,38:115,24:101,+,0.149
495,38:115,24:101,+,0.097
496,38:115,24:101,+,0.141
497,38:115,24:101,+,0.127
498,38:115,24:101,+,0.139
499,38:115,24:101,+,0.12
500,38:115,24:101,+,0.137
501,38:115,24:101,+,0.125
502,38:115,24:101,+,0.084
503,38:115,17:57,+,0.081
504,38:115,24:101,+,0.12
505,38:115,24:101,+,0.116
506,38:115,24:101,+,0.157
507,38:115,24:101,+,0.124
508,38:115,24:101,+,0.146
509,38:115,24:101,+,0.113
510,38:115,24:101,+,0.118
511,38:115,24:101,+,0.129
512,38:115,24:101,+,0.149
513,38:115,24:101,+,0.16
514,38:115,24:101,+,0.133
515,38:115,24:101,+,0.132
516,38:115,24:101,+,0.145
517,38:115,24:101,+,0.133
518,38:115,24:101,+,0.124
519,38:115,24:101,+,0.155
520,38:115,24:101,+,0.141
521,38:115,24:101,+,0.168
522,38:115,24:101,+,0.122
523,38:115,24:101,+,0.142
524,38:115,24:101,+,0.106
525,38:115,24:101,+,0.104
526,38:115,24:101,+,0.136
527,38:115,24:101,+,0.136
528,38:115,24:101,+,0.105
529,38:115,24:101,+,0.157
530,38:115,24:101,+,0.117
531,38:115,24:101,+,0.19
532,38:115,24:101,+,0.124
533,38:115,24:101,+,0.08
534,38:115,24:101,+,0.146
535,38:115,24:101,+,0.122
536,38:115,24:101,+,0.158
537,38:115,24:101,+,0.139
538,38:115,24:101,+,0.13
539,38:115,24:101,+,0.131
540,38:115,24:101,+,0.1
541,38:115,24:101,+,0.143
542,38:115,24:101,+,0.137
543,38:115,24:101,+,0.091
544,38:115,24:101,+,0.125
545,38:115,24:101,+,0.15
546,38:115,24:101,+,0.142
547,38:115,24:101,+,0.115
548,38:115,24:101,+,0.143
549,38:115,24:101,+,0.105
550,38:115,24:101,+,0.089
551,38:115,24:101,+,0.137
552,38:115,24:101,+,0.123
553,38:115,24:101,+,0.133
554,38:115,24:101,+,0.122
555,38:115,24:101,+,0.146
556,38:115,24:101,+,0.127
557,38:115,24:101,+,0.139
558,38:115,24:101,+,0.145
559,38:115,24:101,+,0.118
560,38:115,24:101,+,0.11
561,38:115,24:101,+,0.126
562,38:115,24:101,+,0.142
563,38:115,24:101,+,0.136
564,38:115,24:101,+,0.122
565,38:115,24:101,+,0.131
566,38:115,24:101,+,0.137
567,38:115,24:101,+,0.149
568,38:115,24:101,+,0.137
569,38:115,24:101,+,0.126
570,38:115,24:101,+,0.128
571,38:115,24:101,+,0.126
572,38:115,24:101,+,0.141
573,38:115,24:101,+,0.14
574,38:115,24:101,+,0.123
575,38:115,24:101,+,0.128
576,38:115,24:101,+,0.122
577,38:115,24:101,+,0.103
578,38:115,24:101,+,0.12
579,38:115,24:101,+,0.133
580,38:115,24:101,+,0.118
581,38:115,24:101,+,0.07
582,38:115,24:101,+,0.1
583,38:115,24:101,+,0.132
584,38:115,24:101,+,0.088
585,38:115,24:101,+,0.159
586,38:115,24:101,+,0.12
587,38:115,24:101,+,0.143
588,38:115,24:101,+,0.134
589,38:115,24:101,+,0.12
590,38:115,24:101,+,0.123
591,38:115,24:101,+,0.139
592,38:115,24:101,+,0.12
593,38:115,24:101,+,0.108
594,38:115,24:101,+,0.134
595,38:115,24:101,+,0.142
596,38:115,24:101,+,0.114
597,38:115,24:101,+,0.134
598,38:115,24:101,+,0.126
599,38:115,24:101,+,0.07
600,38:115,24:101,+,0.134
601,38:115,24:101,+,0.116
602,38:115,24:101,+,0.104
603,38:115,24:101,+,0.125
604,38:115,24:101,+,0.137
605,38:115,24:101,+,0.096
606,38:115,24:101,+,0.127
607,38:115,24:101,+,0.125
608,38:115,24:101,+,0.144
609,38:115,24:101,+,0.115
610,24:101,24:101,,0.136
611,24:101,24:101,,0.108
612,24:101,24:101,,0.14
613,24:101,24:101,,0.118
614,24:101,24:101,,0.112
615,24:101,24:101,,0.146
616,24:101,24:101,,0.174
617,24:101,24:101,,0.065
618,24:101,24:101,,0.139
619,24:101,24:101,,0.101
620,24:101,24:101,,0.139
621,24:101,24:101,,0.1
622,24:101,20:97,+,0.083
623,24:101,24:101,,0.115
624,24:101,24:101,,0.104
625,24:101,24:101,,0.124
626,24:101,24:101,,0.137
627,24:101,24:101,,0.103
628,24:101,24:101,,0.123
629,24:101,24:101,,0.149
630,24:101,24:101,,0.143
631,24:101,24:101,,0.127
632,24:101,24:101,,0.119
633,24:101,24:101,,0.125
634,24:101,24:101,,0.143
635,24:101,24:101,,0.133
636,24:101,24:101,,0.161
637,24:101,24:101,,0.142
638,24:101,24:101,,0.081
639,24:101,24:101,,0.116
640,24:101,24:101,,0.147
641,24:101,24:101,,0.126
642,24:101,24:101,,0.144
643,24:101,24:101,,0.188
644,24:101,24:101,,0.133
645,24:101,24:101,,0.133
646,24:101,24:101,,0.12
647,24:101,24:101,,0.074
648,24:101,24:101,,0.18
649,24:101,24:101,,0.131
650,24:101,24:101,,0.12
651,24:101,24:101,,0.163
652,24:101,24:101,,0.145
653,24:101,24:101,,0.116
654,24:101,24:101,,0.15
655,24:101,24:101,,0.168
656,24:101,24:101,,0.157
657,24:101,24:101,,0.138
658,24:101,24:101,,0.139
659,24:101,24:101,,0.123
660,24:101,24:101,,0.135
661,24:101,24:101,,0.114
662,24:101,20:97,+,0.131
663,24:101,24:101,,0.128
664,24:101,24:101,,0.162
665,24:101,24:101,,0.112
666,24:101,24:101,,0.142
667,24:101,24:101,,0.109
668,24:101,24:101,,0.124
669,24:101,24:101,,0.126
670,24:101,24:101,,0.136
671,24:101,24:101,,0.086
672,24:101,24:101,,0.116
673,24:101,24:101,,0.173
674,24:101,24:101,,0.142
675,24:101,24:101,,0.153
676,24:101,24:101,,0.116
677,24:101,24:101,,0.139
678,24:101,24:101,,0.149
679,24:101,24:101,,0.117
680,24:101,24:101,,0.132
681,24:101,24:101,,0.102
682,24:101,24:101,,0.138
683,24:101,24:101,,0.116
684,24:101,24:101,,0.172
685,24:101,24:101,,0.182
686,24:101,24:101,,0.129
687,24:101,24:101,,0.121
688,24:101,24:101,,0.127
689,24:101,24:101,,0.102
690,24:101,24:101,,0.092
691,24:101,24:101,,0.131
692,24:101,24:101,,0.109
693,24:101,24:101,,0.103
694,24:101,24:101,,0.149
695,24:101,24:101,,0.118
696,24:101,24:101,,0.114
697,24:101,24:101,,0.168
698,24:101,24:101,,0.093
699,24:101,24:101,,0.142
700,24:101,24:101,,0.13
701,24:101,24:101,,0.136
702,24:101,24:101,,0.126
703,24:101,24:101,,0.097
704,24:101,24:101,,0.134
705,24:101,24:101,,0.124
706,24:101,24:101,,0.129
707,24:101,24:101,,0.128
708,24:101,24:101,,0.145
709,24:101,24:101,,0.122
710,24:101,24:101,,0.089
711,24:101,24:101,,0.167
712,24:101,24:101,,0.101
713,24:101,24:101,,0.147
714,24:101,24:101,,0.117
715,24:101,24:101,,0.142
716,24:101,24:101,,0.118
717,24:101,24:101,,0.113
718,24:101,24:101,,0.135
719,24:101,24:101,,0.092
720,24:101,24:101,,0.126
721,24:101,24:101,,0.13
722,24:101,24:101,,0.119
723,24:101,24:101,,0.144
724,24:101,24:101,,0.125
725,24:101,24:101,,0.138
726,24:101,24:101,,0.16
727,24:101,24:101,,0.118
728,24:101,24:101,,0.109
729,24:101,24:101,,0.111
730,24:101,24:101,,0.142
731,24:101,24:101,,0.112
732,24:101,24:101,,0.152
733,24:101,24:101,,0.081
734,24:101,24:101,,0.109
735,24:101,24:101,,0.132
736,24:101,24:101,,0.139
737,24:101,24:101,,0.12
738,24:101,24:101,,0.146
739,24:101,24:101,,0.138
740,24:101,24:101,,0.111
741,24:101,24:101,,0.083
742,24:101,24:101,,0.138
743,24:101,24:101,,0.161
744,24:101,24:101,,0.079
745,24:101,24:101,,0.124
746,24:101,24:101,,0.102
747,24:101,24:101,,0.143
748,24:101,24:101,,0.101
749,24:101,24:101,,0.09
750,24:101,24:101,,0.101
751,24:101,24:101,,0.151
752,24:101,24:101,,0.085
753,24:101,24:101,,0.132
754,24:101,24:101,,0.113
755,24:101,24:101,,0.131
756,24:101,24:101,,0.105
757,24:101,24:101,,0.136
758,24:101,24:101,,0.129
759,24:101,24:101,,0.137
760,24:101,24:101,,0.134
761,24:101,24:101,,0.106
762,24:101,24:101,,0.115
763,24:101,24:101,,0.119
764,24:101,24:101,,0.118
765,24:101,24:101,,0.146
766,24:101,24:101,,0.125
767,24:101,24:101,,0.1
768,24:101,24:101,,0.147
769,24:101,24:101,,0.14
770,24:101,24:101,,0.133
771,24:101,24:101,,0.138
772,24:101,24:101,,0.125
773,24:101,24:101,,0.107
774,24:101,24:101,,0.131
775,24:101,24:101,,0.147
776,24:101,24:101,,0.127
777,24:101,24:101,,0.12
778,24:101,24:101,,0.142
779,24:101,24:101,,0.136
780,24:101,24:101,,0.14
781,24:101,24:101,,0.128
782,24:101,24:101,,0.104
783,24:101,20:97,+,0.126
784,24:101,24:101,,0.11
785,24:101,24:101,,0.099
786,24:101,24:101,,0.144
787,24:101,24:101,,0.115
788,24:101,24:101,,0.136
789,24:101,24:101,,0.113
790,24:101,24:101,,0.158
791,24:101,24:101,,0.147
792,24:101,24:101,,0.113
793,24:101,24:101,,0.127
794,24:101,24:101,,0.106
795,24:101,24:101,,0.141
796,24:101,24:101,,0.114
797,24:101,24:101,,0.136
798,24:101,24:101,,0.118
799,24:101,24:101,,0.136
800,24:101,24:101,,0.114
801,24:101,24:101,,0.058
802,24:101,24:101,,0.131
803,24:101,24:101,,0.089
804,24:101,24:101,,0.135
805,24:101,24:101,,0.078
806,24:101,24:101,,0.139
807,24:101,24:101,,0.148
808,24:101,24:101,,0.144
809,24:101,24:101,,0.078
810,24:101,24:101,,0.098
811,24:101,24:101,,0.123
812,24:101,24:101,,0.123
813,24:101,24:101,,0.116
814,24:101,24:101,,0.128
815,24:101,24:101,,0.125
816,24:101,24:101,,0.129
817,24:101,24:101,,0.121
818,24:101,24:101,,0.136
819,24:101,24:101,,0.107
820,24:101,24:101,,0.116
821,24:101,24:101,,0.11
822,24:101,24:101,,0.096
823,24:101,24:101,,0.162
824,24:101,24:101,,0.128
825,24:101,24:101,,0.134
826,24:101,24:101,,0.093
827,24:101,24:101,,0.132
828,24:101,24:101,,0.116
829,24:101,24:101,,0.116
830,24:101,24:101,,0.121
831,24:101,24:101,,0.147
832,24:101,24:101,,0.129
833,24:101,24:101,,0.165
834,24:101,24:101,,0.156
835,24:101,24:101,,0.12
836,24:101,24:101,,0.127
837,24:101,24:101,,0.121
838,24:101,24:101,,0.166
839,24:101,24:101,,0.165
840,24:101,24:101,,0.118
841,24:101,24:101,,0.105
842,24:101,24:101,,0.14
843,24:101,24:101,,0.135
844,24:101,24:101,,0.161
845,24:101,24:101,,0.142
846,24:101,24:101,,0.138
847,24:101,24:101,,0.112
848,24:101,24:101,,0.111
849,24:101,24:101,,0.167
850,24:101,24:101,,0.144
851,24:101,24:101,,0.106
852,24:101,24:101,,0.135
853,24:101,24:101,,0.145
854,24:101,24:101,,0.14
855,24:101,24:101,,0.075
856,24:101,24:101,,0.143
857,24:101,24:101,,0.136
858,24:101,24:101,,0.124
859,24:101,24:101,,0.128
860,24:101,24:101,,0.143
861,24:101,24:101,,0.085
862,24:101,24:101,,0.105
863,24:101,24:101,,0.129
864,24:101,24:101,,0.106
865,24:101,24:101,,0.101
866,24:101,24:101,,0.151
867,24:101,24:101,,0.114
868,24:101,24:101,,0.138
869,24:101,24:101,,0.12
870,24:101,24:101,,0.119
871,24:101,24:101,,0.158
872,24:101,24:101,,0.159
873,24:101,24:101,,0.145
874,24:101,24:101,,0.109
875,24:101,24:101,,0.124
876,24:101,24:101,,0.144
877,24:101,24:101,,0.14
878,24:101,24:101,,0.113
879,24:101,24:101,,0.082
880,24:101,24:101,,0.11
881,24:101,24:101,,0.147
882,24:101,24:101,,0.14
883,24:101,24:101,,0.125
884,24:101,24:101,,0.115
885,24:101,24:101,,0.131
886,24:101,24:101,,0.125
887,24:101,24:101,,0.156
888,24:101,24:101,,0.092
889,24:101,24:101,,0.103
890,24:101,24:101,,0.116
891,24:101,24:101,,0.137
892,24:101,24:101,,0.07
893,24:101,24:101,,0.101
894,24:101,24:101,,0.129
895,24:101,24:101,,0.115
896,24:101,24:101,,0.104
897,44:121,24:101,+,0.139
898,44:121,20:97,+,0.128
899,44:121,20:97,+,0.093
900,44:121,24:101,+,0.124
901,44:121,24:101,+,0.135
902,44:121,24:101,+,0.08
903,44:121,24:101,+,0.147
904,44:121,24:101,+,0.127
905,44:121,24:101,+,0.146
906,44:121,24:101,+,0.086
907,44:121,24:101,+,0.164
908,44:121,24:101,+,0.131
909,44:121,24:101,+,0.118
910,44:121,24:101,+,0.112
911,44:121,24:101,+,0.144
912,44:121,24:101,+,0.124
913,44:121,24:101,+,0.126
914,44:121,24:101,+,0.16
915,44:121,24:101,+,0.114
916,44:121,24:101,+,0.125
917,44:121,24:101,+,0.108
918,44:121,24:101,+,0.12
919,44:121,24:101,+,0.135
920,44:121,24:101,+,0.142
921,44:121,24:101,+,0.129
922,44:121,24:101,+,0.129
923,44:121,24:101,+,0.102
924,44:121,24:101,+,0.125
925,44:121,24:101,+,0.083
926,44:121,24:101,+,0.107
927,44:121,24:101,+,0.161
928,44:121,24:101,+,0.101
929,44:121,24:101,+,0.113
930,44:121,24:101,+,0.151
931,44:121,24:101,+,0.066
932,44:121,24:101,+,0.143
933,44:121,24:101,+,0.124
934,44:121,24:101,+,0.089
935,44:121,20:97,+,0.057
936,21:98,24:101,+,0.131
937,21:98,24:101,+,0.126
938,21:98,24:101,+,0.131
939,21:98,24:101,+,0.116
940,21:98,24:101,+,0.128
941,21:98,24:101,+,0.111
942,21:98,24:101,+,0.134
943,21:98,24:101,+,0.144
944,21:98,24:101,+,0.088
945,21:98,24:101,+,0.109
946,21:98,24:101,+,0.121
947,21:98,24:101,+,0.148
948,21:98,24:101,+,0.087
949,21:98,24:101,+,0.116
950,21:98,24:101,+,0.123
951,21:98,24:101,+,0.137
952,21:98,24:101,+,0.099
953,21:98,24:101,+,0.126
954,21:98,24:101,+,0.084
955,21:98,24:101,+,0.142
956,21:98,24:101,+,0.107
957,21:98,24:101,+,0.115
958,21:98,24:101,+,0.092
959,21:98,24:101,+,0.112
960,21:98,24:101,+,0.133
961,21:98,24:101,+,0.143
962,21:98,24:101,+,0.103
963,21:98,24:101,+,0.13
964,21:98,24:101,+,0.093
965,21:98,24:101,+,0.108
966,21:98,24:101,+,0.078
967,21:98,24:101,+,0.136
968,21:98,24:101,+,0.129
969,21:98,24:101,+,0.119
970,21:98,24:101,+,0.121
971,8:48,17:57,+,0.075
972,8:48,24:101,+,0.083
973,8:48,24:101,+,0.086
974,8:48,24:101,+,0.096
975,8:48,24:101,+,0.13
976,8:48,24:101,+,0.125
977,8:48,17:57,+,0.151
978,8:48,24:101,+,0.131
979,8:48,24:101,+,0.11
980,8:48,24:101,+,0.107
981,8:48,17:57,+,0.183
982,8:48,24:101,+,0.125
983,8:48,24:101,+,0.097
984,8:48,24:101,+,0.121
985,8:48,24:101,+,0.099
986,8:48,24:101,+,0.102
987,8:48,24:101,+,0.093
988,8:48,24:101,+,0.107
989,23:100,20:97,+,0.121
990,23:100,24:101,+,0.139
991,23:100,24:101,+,0.13
992,23:100,24:101,+,0.118
993,23:100,24:101,+,0.109
994,23:100,24:101,+,0.126
995,23:100,24:101,+,0.093
996,23:100,24:101,+,0.126
997,23:100,24:101,+,0.15
998,23:100,24:101,+,0.145
999,23:100,24:101,+,0.128
1000,23:100,24:101,+,0.112
1001,23:100,24:101,+,0.13
1002,23:100,24:101,+,0.108
1003,23:100,24:101,+,0.134
1004,23:100,24:101,+,0.13
1005,23:100,24:101,+,0.137
1006,23:100,24:101,+,0.131
1007,23:100,24:101,+,0.154
1008,23:100,24:101,+,0.099
1009,23:100,24:101,+,0.127
1010,23:100,24:101,+,0.135
1011,23:100,24:101,+,0.146
1012,23:100,24:101,+,0.077
1013,23:100,24:101,+,0.124
1014,23:100,24:101,+,0.128
1015,23:100,24:101,+,0.117
1016,23:100,24:101,+,0.151
1017,23:100,24:101,+,0.139
1018,23:100,24:101,+,0.127
1019,23:100,24:101,+,0.101
1020,23:100,24:101,+,0.138
1021,23:100,24:101,+,0.134
1022,23:100,24:101,+,0.13
1023,23:100,24:101,+,0.132
1024,23:100,24:101,+,0.112
1025,23:100,24:101,+,0.117
1026,23:100,24:101,+,0.181
1027,23:100,24:101,+,0.153
1028,23:100,24:101,+,0.134
1029,23:100,24:101,+,0.073
1030,23:100,24:101,+,0.101
1031,23:100,24:101,+,0.076
1032,23:100,24:101,+,0.14
1033,23:100,24:101,+,0.11
1034,23:100,24:101,+,0.117
1035,23:100,24:101,+,0.151
1036,23:100,24:101,+,0.144
1037,23:100,24:101,+,0.154
1038,23:100,24:101,+,0.108
1039,23:100,24:101,+,0.13
1040,23:100,24:101,+,0.139
1041,23:100,24:101,+,0.123
1042,23:100,24:101,+,0.11
1043,23:100,24:101,+,0.1
1044,23:100,24:101,+,0.103
1045,23:100,24:101,+,0.105
1046,23:100,24:101,+,0.126
1047,23:100,24:101,+,0.152
1048,23:100,24:101,+,0.125
1049,23:100,24:101,+,0.145
1050,23:100,24:101,+,0.105
1051,23:100,24:101,+,0.123
1052,23:100,24:101,+,0.119
1053,23:100,24:101,+,0.113
1054,23:100,24:101,+,0.116
1055,23:100,24:101,+,0.115
1056,23:100,24:101,+,0.142
1057,23:100,24:101,+,0.152
1058,23:100,24:101,+,0.126
1059,23:100,24:101,+,0.108
1060,23:100,24:101,+,0.159
1061,23:100,24:101,+,0.112
1062,23:100,24:101,+,0.119
1063,23:100,24:101,+,0.136
1064,23:100,24:101,+,0.139
1065,23:100,24:101,+,0.136
1066,23:100,24:101,+,0.107
1067,23:100,24:101,+,0.096
1068,23:100,24:101,+,0.137
1069,23:100,24:101,+,0.083
1070,23:100,24:101,+,0.109
1071,23:100,24:101,+,0.148
1072,23:100,24:101,+,0.147
1073,23:100,20:97,+,0.097
1074,23:100,24:101,+,0.106
1075,23:100,24:101,+,0.124
1076,23:100,24:101,+,0.135
1077,23:100,24:101,+,0.111
1078,35:112,24:101,+,0.125
1079,35:112,24:101,+,0.137
1080,35:112,24:101,+,0.132
1081,35:112,24:101,+,0.119
1082,35:112,24:101,+,0.135
1083,35:112,24:101,+,0.12
1084,35:112,24:101,+,0.116
1085,35:112,24:101,+,0.123
1086,35:112,24:101,+,0.119
1087,35:112,24:101,+,0.153
1088,35:112,24:101,+,0.135
1089,35:112,24:101,+,0.14
1090,35:112,24:101,+,0.101
1091,35:112,24:101,+,0.109
1092,35:112,24:101,+,0.133
1093,35:112,24:101,+,0.083
1094,35:112,24:101,+,0.124
1095,35:112,24:101,+,0.136
1096,35:112,24:101,+,0.108
1097,35:112,24:101,+,0.098
1098,35:112,24:101,+,0.122
1099,35:112,24:101,+,0.104
1100,35:112,24:101,+,0.143
1101,35:112,24:101,+,0.105
1102,35:112,24:101,+,0.136
1103,35:112,24:101,+,0.137
1104,35:112,24:101,+,0.101
1105,35:112,24:101,+,0.118
1106,35:112,24:101,+,0.098
1107,35:112,24:101,+,0.157
1108,35:112,24:101,+,0.098
1109,35:112,24:101,+,0.108
1110,35:112,24:101,+,0.079
1111,35:112,24:101,+,0.127
1112,35:112,24:101,+,0.116
1113,35:112,24:101,+,0.124
1114,35:112,24:101,+,0.129
1115,35:112,24:101,+,0.14
1116,40:117,24:101,+,0.13
1117,40:117,24:101,+,0.147
1118,40:117,24:101,+,0.138
1119,40:117,24:101,+,0.131
1120,40:117,24:101,+,0.129
1121,40:117,24:101,+,0.127
1122,40:117,24:101,+,0.125
1123,40:117,24:101,+,0.117
1124,40:117,24:101,+,0.145
1125,40:117,24:101,+,0.17
1126,40:117,24:101,+,0.118
1127,40:117,24:101,+,0.147
1128,40:117,24:101,+,0.146
1129,40:117,24:101,+,0.125
1130,40:117,24:101,+,0.151
1131,40:117,24:101,+,0.131
1132,40:117,24:101,+,0.145
1133,40:117,24:101,+,0.139
1134,40:117,24:101,+,0.134
1135,40:117,24:101,+,0.101
1136,40:117,24:101,+,0.125
1137,40:117,24:101,+,0.112
1138,40:117,24:101,+,0.086
1139,40:117,24:101,+,0.095
1140,40:117,24:101,+,0.102
1141,40:117,24:101,+,0.133
1142,40:117,24:101,+,0.138
1143,40:117,24:101,+,0.127
1144,40:117,24:101,+,0.129
1145,40:117,24:101,+,0.13
1146,40:117,24:101,+,0.079
1147,40:117,24:101,+,0.134
1148,40:117,24:101,+,0.135
1149,40:117,24:101,+,0.141
1150,40:117,24:101,+,0.11
1151,40:117,24:101,+,0.152
1152,40:117,24:101,+,0.14
1153,40:117,24:101,+,0.149
1154,40:117,24:101,+,0.122
1155,40:117,24:101,+,0.147
1156,40:117,24:101,+,0.14
1157,40:117,24:101,+,0.102
1158,40:117,24:101,+,0.112
1159,40:117,24:101,+,0.131
1160,40:117,24:101,+,0.13
1161,40:117,24:101,+,0.108
1162,40:117,24:101,+,0.127
1163,40:117,24:101,+,0.144
1164,40:117,24:101,+,0.145
1165,40:117,24:101,+,0.094
1166,40:117,24:101,+,0.146
1167,40:117,24:101,+,0.151
1168,40:117,24:101,+,0.119
1169,40:117,24:101,+,0.137
1170,40:117,24:101,+,0.097
1171,40:117,24:101,+,0.124
1172,40:117,24:101,+,0.128
1173,40:117,24:101,+,0.144
1174,40:117,24:101,+,0.136
1175,40:117,24:101,+,0.143
1176,40:117,24:101,+,0.108
1177,40:117,24:101,+,0.113
1178,40:117,24:101,+,0.142
1179,40:117,24:101,+,0.127
1180,40:117,24:101,+,0.115
1181,40:117,24:101,+,0.177
1182,40:117,24:101,+,0.136
1183,40:117,24:101,+,0.147
1184,40:117,24:101,+,0.093
1185,32:109,24:101,+,0.153
1186,32:109,24:101,+,0.084
1187,32:109,24:101,+,0.089
1188,32:109,24:101,+,0.124
1189,32:109,24:101,+,0.133
1190,32:109,24:101,+,0.146
1191,32:109,24:101,+,0.136
1192,32:109,24:101,+,0.132
1193,32:109,24:101,+,0.128
1194,32:109,24:101,+,0.145
1195,32:109,24:101,+,0.131
1196,32:109,24:101,+,0.125
1197,32:109,24:101,+,0.136
1198,32:109,24:101,+,0.147
1199,32:109,24:101,+,0.125
1200,32:109,24:101,+,0.076
1201,32:109,24:101,+,0.125
1202,32:109,24:101,+,0.124
1203,32:109,24:101,+,0.111
1204,32:109,24:101,+,0.13
1205,32:109,24:101,+,0.146
1206,32:109,24:101,+,0.129
1207,32:109,24:101,+,0.114
1208,32:109,24:101,+,0.131
1209,32:109,24:101,+,0.104
1210,32:109,24:101,+,0.186
1211,32:109,24:101,+,0.147
1212,32:109,24:101,+,0.118
1213,32:109,24:101,+,0.131
1214,32:109,24:101,+,0.116
1215,32:109,24:101,+,0.086
1216,32:109,24:101,+,0.101
1217,32:109,24:101,+,0.118
1218,32:109,24:101,+,0.129
1219,32:109,24:101,+,0.12
1220,32:109,24:101,+,0.129
1221,32:109,48:186,+,0.093
1222,32:109,24:101,+,0.139
